path,len
Frank_Stallone/1,53
Frank_Wycheck/2,152
Franklin_Brown/0,117
Franklin_Brown/1,158
Franklin_Brown/4,49
Franz_Fischler/0,97
Franz_Fischler/3,53
Franz_Fischler/4,56
Franz_Fischler/5,109
Franz_Muentefering/1,125
Franz_Muentefering/2,69
Fred_Eckhard/0,117
Fred_Eckhard/1,409
Fred_Eckhard/2,1273
Fred_Eckhard/3,327
Fred_Eckhard/4,272
Fred_Rogers/0,67
Fred_Rogers/2,65
Fred_Rogers/5,201
Fred_Thompson/1,81
Fred_Thompson/5,709
Frederique_van_der_Wal/3,131
GL_Peiris/0,85
GL_Peiris/1,2157
GL_Peiris/3,201
GL_Peiris/4,113
GL_Peiris/5,69
Gabi_Zimmer/0,1965
Gabi_Zimmer/1,54
Gabi_Zimmer/2,1937
Gabi_Zimmer/4,89
Gabi_Zimmer/5,2025
Gabriel_Valdes/1,199
Gabriel_Valdes/3,308
Gabriella_Bo/1,55
Gabriella_Bo/4,86
Gabriella_Bo/5,49
Gabrielle_Union/4,93
Gael_Garcia_Bermal/3,49
Gael_Garcia_Bermal/4,117
Gary_Bauer/3,102
Gary_Bettman/0,261
Gary_Bettman/1,49
Gary_Bettman/3,149
Gary_Bettman/4,127
Gary_Carter/1,297
Gary_Carter/3,70
Gary_Coleman/3,89
Gary_Coleman/4,69
Gary_Coleman/5,49
Gary_Forsee/0,189
Gary_Forsee/1,189
Gary_Locke/0,117
Gary_Locke/4,121
Gary_Marshall/0,185
Gary_Marshall/2,1165
Gary_Paer/2,186
Gary_Paer/5,161
Gaston_Gaudio/0,77
Gaston_Gaudio/3,133
Gavin_Degraw/3,61
Gene_Hackman/2,57
Gene_Hackman/3,49
Gene_Hackman/4,181
Gene_Keady/1,94
Gennifer_Flowers/0,57
Gennifer_Flowers/5,86
Geoff_Dixon/0,83
Geoff_Dixon/1,249
Geoff_Hoon/3,152
Geoff_Hoon/4,73
Geoffrey_Davis/5,109
Geoffrey_Rush/0,107
Geoffrey_Rush/1,58
Geoffrey_Rush/2,49
George_Blaney/3,564
George_Blaney/5,135
George_Harrison/1,133
George_Harrison/2,65
George_Karl/1,117
George_Karl/2,211
George_Karl/5,93
George_Lopez/2,100
George_Lopez/3,57
George_P_Bush/0,106
George_P_Bush/1,57
George_Plimpton/0,109
George_Plimpton/2,57
George_W_Bush/0,57
George_W_Bush/1,128
George_W_Bush/2,69
George_W_Bush/3,365
George_W_Bush/4,201
Georgi_Parvanov/2,69
Geraldine_Chaplin/3,203
Geraldine_Chaplin/4,97
Geraldo_Rivera/2,77
Geraldo_Rivera/3,49
Geraldo_Rivera/4,301
Gerard_Depardieu/2,93
Gerard_Depardieu/5,77
Gerard_Kleisterlee/1,636
Gerard_Kleisterlee/4,497
Habib_Rizieq/0,116
Halle_Berry/0,118
Ham_Pong-sil/0,53
Ham_Pong-sil/2,68
Hama_Arba_Diallo/3,236
Hamad_Bin_Jassim/2,88
Han_Sung_Joo/1,579
Hana_Sadiq/0,58
Hana_Sadiq/1,120
Hana_Sadiq/4,51
Hanan_Ashrawi/1,320
Hanan_Ashrawi/2,218
Hanan_Ashrawi/3,276
Hanan_Ashrawi/4,264
Hank_McKinnell/0,78
Hank_McKinnell/3,152
Hank_McKinnell/4,54
Hannah_Stockbauer/5,77
Hans-Christian_Schmid/5,160
Hans_Blix/3,61
Hans_Eichel/5,223
Harald_Ringstorff/2,193
Harald_Ringstorff/5,48
Harvey_Fierstein/0,80
Harvey_Fierstein/2,57
Harvey_Fierstein/5,134
Harvey_Weinstein/2,75
Hasan_Wirayuda/2,81
Hassan_Nasrallah/0,188
Hassan_Nasrallah/3,62
Hassan_Nasrallah/4,269
Hassan_Nasrallah/5,117
Ian_Gillan/2,110
Ian_Gillan/5,625
Ian_McKellen/0,100
Ibrahim_Al-Marashi/0,243
Ibrahim_Al-Marashi/1,65
Ibrahim_Jaafari/0,87
Ibrahim_Jaafari/5,53
Idi_Amin/0,53
Idi_Amin/2,57
Igor_Trunov/2,997
Igor_Trunov/3,697
Ilie_Nastase/0,53
Ilie_Nastase/2,80
Imre_Kertasz/4,61
Imre_Kertasz/5,67
Inam-ul-Haq/1,82
Inam-ul-Haq/2,53
Inam-ul-Haq/3,75
Ingrid_Betancourt/3,154
Ingrid_Betancourt/5,93
Inocencio_Arias/0,437
Inocencio_Arias/4,685
Ion_Tiriac/0,102
Ion_Tiriac/1,55
Ion_Tiriac/5,233
Isabelle_Huppert/2,420
Isabelle_Huppert/3,63
Isabelle_Huppert/4,253
Isaiah_Washington/3,57
Isaiah_Washington/5,121
Itamar_Franco/0,117
Itamar_Franco/2,63
Ivan_Helguera/1,237
Ivan_Stambolic/2,157
JC_Chasez/4,57
JK_Rowling/2,51
JK_Rowling/3,65
JK_Rowling/4,73
JK_Rowling/5,189
Jack_LaLanne/2,185
Jack_Nicholson/4,209
Jack_Osbourne/0,53
Jack_Osbourne/2,49
Jack_Valenti/1,61
Jack_Valenti/2,66
Jack_Valenti/4,2041
Jack_Welch/1,72
Jack_Welch/2,73
Jack_Welch/3,197
Jack_Welch/4,449
Jack_Welch/5,106
Jackie_Chan/2,49
Jackie_Chan/5,49
Jackie_Sherrill/2,385
Jackie_Sherrill/4,753
Jackie_Sherrill/5,61
Jacky_Cheung/0,84
Jacqueline_Obradors/5,51
Jacques_Chirac/5,129
Jacques_Rogge/5,705
Jafar_Umar_Thalib/0,137
Jafar_Umar_Thalib/2,94
Jafar_Umar_Thalib/3,58
Jafar_Umar_Thalib/5,99
Jaime_Pressly/0,53
Jaime_Pressly/1,89
Jaime_Pressly/2,53
Jaime_Pressly/4,62
Jake_Gyllenhaal/0,281
Jake_Gyllenhaal/4,73
Jake_Gyllenhaal/5,117
Jake_Plummer/2,120
Jake_Plummer/4,118
Jake_Plummer/5,89
Jalen_Rose/5,49
James_Baker/2,429
James_Baker/5,905
James_Brosnahan/1,49
James_Caan/2,125
James_Carville/0,57
James_Carville/1,403
James_Carville/3,297
James_Carville/5,206
James_Comey/3,697
James_Comey/4,62
James_Comey/5,121
James_Cunningham/0,97
James_Cunningham/1,57
James_Cunningham/2,75
James_Cunningham/3,285
James_Cunningham/4,78
James_Franco/4,61
James_Gandolfini/4,89
James_Kirtley/0,2125
James_Kirtley/2,201
James_Kopp/1,93
James_McPherson/0,406
James_McPherson/1,110
James_McPherson/2,208
James_Meeks/0,493
James_Meeks/1,53
James_Meeks/2,153
James_Phelps/3,78
James_Robertson_Jr/0,141
James_Sensenbrenner/0,82
James_Sensenbrenner/1,1837
James_Sensenbrenner/2,62
James_Watt/1,61
James_Wolfensohn/0,85
James_Wolfensohn/2,749
James_Wolfensohn/3,241
James_Wolfensohn/5,70
Jamie_Dimon/2,53
Jamie_Dimon/4,95
Jamie_Lee_Curtis/0,77
Jamie_Lee_Curtis/3,73
Jamie_Lee_Curtis/4,145
Jamie_Lee_Curtis/5,145
Jamir_Miller/4,113
Jan_Bjoerklund/0,65
Jan_Bjoerklund/4,1100
Jan_Bjoerklund/5,109
Jan_Peter_Balkenende/0,119
Jan_Peter_Balkenende/1,53
Jan_Peter_Balkenende/2,176
Jan_Peter_Balkenende/3,113
Jan_Peter_Balkenende/5,82
Jan_Ullrich/4,58
Jan_Ullrich/5,117
Jane_Krakowski/0,61
Jane_Krakowski/1,81
Jane_Krakowski/2,149
Jane_Krakowski/4,81
Jane_Krakowski/5,53
Jane_Pauley/1,49
Jane_Pauley/3,157
Jane_Pauley/4,278
Jane_Rooney/0,89
Jane_Rooney/1,221
Jane_Rooney/2,517
Jane_Russell/4,85
Janet_Napolitano/5,225
Janez_Drnovsek/1,181
Janice_Abreu/0,65
Janis_Ruth_Coulter/0,61
Janis_Ruth_Coulter/2,179
Janis_Ruth_Coulter/4,288
Janis_Ruth_Coulter/5,62
Janusz_Kaminski/3,69
Janusz_Kaminski/4,69
Janusz_Kaminski/5,98
Jaouad_Gharib/0,549
Jaouad_Gharib/3,61
Jaromir_Jagr/4,69
Jason_Biggs/0,131
Jason_Biggs/1,65
Jason_Biggs/2,84
Karen_Lynn_Gorney/0,49
Karen_Lynn_Gorney/5,53
Karin_Viard/1,85
Karin_Viard/3,111
Katalin_Kollat/2,57
Katalin_Kollat/4,129
Kate_Winslet/0,101
Kate_Winslet/1,1051
Kate_Winslet/5,580
Kathryn_Morris/1,149
Kathryn_Morris/2,393
Kathryn_Morris/4,55
Kathryn_Morris/5,49
Katie_Smith/3,89
Katja_Riemann/0,57
Katja_Riemann/1,111
Katja_Riemann/2,105
Keanu_Reeves/0,73
Keira_Knightley/1,57
Keira_Knightley/3,49
Keith_Olbermann/0,585
Keith_Olbermann/1,785
Keith_Olbermann/2,497
Keith_Olbermann/4,54
Keith_Olbermann/5,133
Kelsey_Grammer/1,49
Kelsey_Grammer/3,89
Kelsey_Grammer/4,178
Kelsey_Grammer/5,77
Kemal_Dervis/0,261
Kemal_Dervis/1,275
Kemal_Dervis/3,53
Ken_Watanabe/3,69
Ken_Watanabe/5,81
Kenenisa_Bekele/3,137
Kenneth_Branagh/0,66
Kenneth_Branagh/3,149
Kenneth_Branagh/5,315
Kenneth_Carlsen/3,75
Kenneth_Carlsen/4,72
Kenneth_Reichert/2,70
Kenneth_Reichert/3,65
Kevin_Borseth/0,105
Kevin_Borseth/2,49
Kevin_Borseth/4,83
Kevin_Keegan/0,54
Kevin_Satterfield/0,83
Kevin_Satterfield/1,177
Kevin_Satterfield/2,141
Kevin_Spacey/0,97
Kevin_Spacey/1,65
Kevin_Spacey/2,77
Kevin_Spacey/3,105
Kevin_Spacey/4,390
Kevin_Spacey/5,209
Kevin_Tarrant/3,69
Kieran_Culkin/0,146
Kieran_Culkin/1,65
Kieran_Culkin/2,125
Kim_Gandy/0,109
Kim_Gandy/2,464
Kim_Gandy/3,117
Kim_Gandy/4,61
Kim_Gandy/5,118
Kim_Jong-Il/0,101
King_Abdullah_II/1,113
King_Abdullah_II/4,84
Kirk_Ferentz/0,277
Kirk_Ferentz/1,51
Kirk_Ferentz/2,61
Kirk_Ferentz/4,138
Kirk_Ferentz/5,145
Kit_Bond/1,905
Kit_Bond/2,81
Kit_Bond/3,117
Kit_Bond/5,119
Kofi_Annan/2,1925
Kofi_Annan/3,177
Kostya_Tszyu/1,109
Kostya_Tszyu/2,69
Krishna_Bhadur_Mahara/0,163
Krishna_Bhadur_Mahara/1,51
Krishna_Bhadur_Mahara/2,89
Krishna_Bhadur_Mahara/3,65
Krishna_Bhadur_Mahara/5,481
Kristen_Breitweiser/0,165
Kristen_Breitweiser/1,2129
Kristen_Breitweiser/2,253
Kristen_Breitweiser/5,309
Kristin_Chenoweth/1,81
Kristin_Chenoweth/2,94
Kristin_Chenoweth/4,57
Kristin_Chenoweth/5,81
Kristin_Scott/1,52
Kristin_Scott/4,55
Kristin_Scott/5,62
Kristy_Curry/0,113
Kristy_Curry/2,452
Kristy_Curry/3,153
Kurt_Schottenheimer/5,89
Kurt_Warner/0,49
Kurt_Warner/1,57
Kweisi_Mfume/0,429
Kweisi_Mfume/1,265
Kweisi_Mfume/4,153
Kweisi_Mfume/5,157
LK_Advani/5,85
Laila_Ali/3,85
Lance_Bass/1,61
Lance_Bass/3,57
Lara_Logan/5,97
Larenz_Tate/2,85
Larry_Brown/1,81
Larry_Brown/2,66
Larry_Coker/2,153
Larry_Donald/0,50
Larry_Ellison/4,290
Larry_Ellison/5,94
Larry_Lucchino/2,101
Larry_Lucchino/3,57
Larry_Pleau/0,313
Larry_Wilmore/0,61
Larry_Wilmore/2,69
Larry_Wilmore/5,50
Laura_Bozzo/0,77
Laura_Bozzo/1,53
Laura_Bozzo/4,79
Laura_Bush/1,48
Laura_Bush/2,54
Laura_Bush/4,185
Laura_Bush/5,115
Laura_Flessel/0,161
Laura_Flessel/2,96
Laura_Hernandez/0,86
Laura_Linney/0,54
Laura_Linney/4,61
Laura_Marlow/3,157
Laura_Pausini/0,56
Laura_Pausini/2,195
Laura_Schlessinger/2,139
Laura_Ziskin/1,294
Lauren_Hutton/0,133
Lauren_Hutton/1,74
Lauren_Hutton/2,61
Lauren_Hutton/3,253
Lauren_Hutton/4,57
Lauren_Hutton/5,153
Laurence_Fishburne/2,107
Laurence_Fishburne/4,71
Laurence_Fishburne/5,133
Laurence_Tribe/0,54
Laurence_Tribe/5,85
Laurent_Gbagbo/4,153
Laurent_Woulzy/0,65
Laurent_Woulzy/2,49
Laurie_Laychak/0,1061
Laurie_Laychak/1,86
Laurie_Laychak/4,353
Leah_Remini/5,49
Leandrinho_Barbosa/0,109
Lee_Baca/0,121
Lee_Baca/1,69
Lee_Baca/2,190
Lee_Baca/4,53
Lee_Byung-woong/0,55
Lee_Byung-woong/5,82
Lee_Chang-dong/0,447
Lee_Tae-sik/1,178
Leland_Chapman/1,69
Leland_Chapman/4,84
Lena_Katina/2,78
Lena_Katina/4,137
Lene_Espersen/1,65
Lene_Espersen/2,833
Lene_Espersen/4,61
Lennart_Johansson/1,95
Lenny_Wilkens/0,53
Lenny_Wilkens/3,49
Leon_Lai/2,73
Leonard_Hamilton/3,49
Leonid_Kuchma/2,67
Leonid_Kuchma/4,181
Lesia_Burlak/0,54
Lesia_Burlak/2,49
Lesia_Burlak/3,89
Leslie_Moonves/4,217
Leticia_Dolera/0,909
Leticia_Dolera/2,112
Leticia_Dolera/4,77
Leticia_Van_de_Putte/0,1905
Leticia_Van_de_Putte/1,257
Leticia_Van_de_Putte/4,74
Leuris_Pupo/0,49
Leuris_Pupo/2,69
Leuris_Pupo/3,61
Leuris_Pupo/4,53
Li_Ka-shing/0,53
Li_Zhaoxing/0,50
Li_Zhaoxing/3,77
Li_Zhaoxing/4,73
Liam_Neeson/4,61
Lima_Azimi/2,79
Lin_Yi-fu/2,61
Lincoln_Chafee/2,171
Lincoln_Chafee/3,969
Lincoln_Chafee/5,825
Linda_Dano/0,85
Linda_Dano/2,48
Linda_Dano/3,53
Linda_Dano/4,106
Linda_Dano/5,89
Linda_Franklin/0,1933
Linda_Franklin/1,1837
Linda_Franklin/2,1909
Linda_Franklin/4,265
Linda_Lingle/0,69
Linda_Lingle/2,492
Linda_Lingle/4,165
Linda_Mason/4,504
Linda_Mason/5,334
Linda_Sanchez/0,389
Linda_Sanchez/1,104
Linda_Sanchez/2,226
Linda_Sanchez/4,521
Lindsey_Graham/0,245
Lindsey_Graham/1,57
Lindsey_Graham/3,405
Lindy_Ruff/2,269
Linus_Roache/0,93
Linus_Roache/5,86
Lionel_Richie/0,53
Lionel_Richie/2,48
Lionel_Richie/3,157
Lisa_Ling/0,138
Lisa_Ling/1,81
Lisa_Ling/2,54
Lisa_Marie_Presley/0,49
Lisa_Marie_Presley/1,69
Lisa_Marie_Presley/2,97
Lisa_Marie_Presley/4,53
Lisa_Stansfield/3,65
Liu_Mingkang/0,67
Liu_Mingkang/1,465
Liv_Tyler/3,57
Liv_Tyler/5,77
Loretta_Lynn_Harper/0,341
Loretta_Lynn_Harper/3,65
Loretta_Lynn_Harper/4,61
Loretta_Lynn_Harper/5,69
Lorraine_Bracco/0,73
Lorraine_Bracco/5,100
Lou_Lang/0,275
Lou_Lang/1,51
Lou_Lang/2,50
Lou_Lang/5,48
Louis_Van_Gaal/0,71
Louis_Van_Gaal/1,445
Louis_Van_Gaal/4,49
Lubomir_Zaoralek/0,101
Lubomir_Zaoralek/2,109
Lubomir_Zaoralek/5,1925
Luc_Montagnier/2,937
Luc_Montagnier/4,769
Luc_Montagnier/5,81
Luca_Cordero_di_Montezemolo/5,57
Lucia_Kenny_Anthony/0,121
Lucia_Kenny_Anthony/1,53
Lucia_Kenny_Anthony/4,109
Lucia_Kenny_Anthony/5,53
Luciano_Pavarotti/0,90
Luciano_Pavarotti/2,58
Lucio_Stanca/0,201
Lucio_Stanca/1,76
Lucio_Stanca/2,292
Lucio_Stanca/3,1965
Lucio_Stanca/4,103
Lucy_Liu/1,357
Lucy_Liu/5,75
Ludivine_Sagnier/0,101
Ludivine_Sagnier/1,49
Ludivine_Sagnier/3,117
Ludivine_Sagnier/5,238
Ludwig_Ovalle/1,50
Luis_Ernesto_Derbez_Bautista/0,65
Luis_Ernesto_Derbez_Bautista/1,57
Luis_Ernesto_Derbez_Bautista/3,123
Luis_Ernesto_Derbez_Bautista/5,61
Luis_Fonsi/2,153
Luis_Fonsi/4,49
Luis_Fonsi/5,227
Luis_Guzman/0,50
Luis_Guzman/4,138
Luiz_Felipe_Scolari/2,268
Luiz_Felipe_Scolari/3,297
Luiz_Inacio_Lula_da_Silva/2,61
Luiz_Inacio_Lula_da_Silva/4,313
Lyle_Lovett/2,189
Lyle_Lovett/4,137
Lyle_Lovett/5,74
Lynn_Abraham/0,73
Lynn_Redgrave/0,49
Lynne_Cheney/0,61
Lynne_Cheney/1,60
Mack_Brown/0,65
Mack_Brown/4,63
Mack_Brown/5,114
Madeleine_Albright/5,417
Maggie_Cheung/0,213
Maggie_Cheung/3,94
Maggie_Cheung/5,61
Maggie_Smith/0,57
Maggie_Smith/3,62
Maggie_Smith/4,65
Maggie_Smith/5,73
Magui_Serna/0,277
Mahathir_Mohamad/0,287
Mahathir_Mohamad/1,569
Mahathir_Mohamad/2,537
Mahathir_Mohamad/3,319
Mahmoud_Abbas/1,144
Mahmoud_Abbas/2,197
Mahmoud_Al_Zhar/0,79
Makhdoom_Amin_Fahim/0,90
Makhdoom_Amin_Fahim/2,144
Makhdoom_Amin_Fahim/5,189
Manijeh_Hekmat/0,89
Manijeh_Hekmat/2,61
Manuel_Llorente/0,481
Manuel_Llorente/3,146
Manuel_Pellegrini/1,98
Manuel_Pellegrini/2,229
Manuel_Pellegrini/3,103
Manuel_Poggiali/1,277
Marc_Bulger/0,85
Marc_Racicot/0,229
Marc_Racicot/2,339
Marc_Racicot/4,116
Marc_Racicot/5,83
Marc_Shaiman/1,313
Marc_Shaiman/2,153
Marc_Shaiman/3,117
Marcella_Anderson/0,193
Marcelo_Ebrard/0,61
Marcelo_Ebrard/3,121
Marcos_Milinkovic/0,73
Marcos_Milinkovic/2,77
Margaret_Thatcher/1,80
Margaret_Thatcher/3,301
Margaret_Thatcher/4,1741
Margaret_Thatcher/5,81
Maria_Bello/1,137
Maria_Bello/2,49
Maria_Bello/3,132
Maria_Bello/4,205
Maria_Bello/5,105
Maria_Callas/1,125
Maria_Callas/2,1161
Maria_Guida/0,141
Maria_Guida/3,281
Maria_Shriver/0,453
Maria_Shriver/4,105
Maria_Soledad_Alvear_Valenzuela/1,73
Maria_Soledad_Alvear_Valenzuela/3,50
Maria_Soledad_Alvear_Valenzuela/4,173
Maria_Wetterstrand/1,1749
Maria_Wetterstrand/3,61
Mariana_Ohata/0,85
Mariana_Ohata/2,121
Mariana_Ohata/3,117
Mariangel_Ruiz_Torrealba/1,209
Marie-Josee_Croze/2,126
Marie-Josee_Croze/3,151
Marie-Josee_Croze/4,353
Marieta_Chrousala/0,181
Marieta_Chrousala/1,125
Marieta_Chrousala/3,57
Marieta_Chrousala/4,61
Marina_Silva/1,61
Marina_Silva/2,255
Marina_Silva/4,173
Marina_Silva/5,101
Mario_Dumont/0,189
Mario_Dumont/2,169
Mario_Gallegos/3,305
Mario_Gallegos/4,53
Mario_Jardel/1,110
Mario_Kreutzberger/2,519
Mario_Kreutzberger/3,122
Mario_Kreutzberger/4,189
Mario_Lobo_Zagallo/1,497
Mario_Lobo_Zagallo/5,53
Mario_Vasquez_Rana/0,49
Marion_Barry/0,531
Marion_Barry/2,373
Marisa_Tomei/1,177
Marisa_Tomei/2,53
Marisa_Tomei/4,121
Mark_Cuban/3,695
Mark_Cuban/4,265
Mark_Dacey/0,77
Mark_Dacey/1,107
Mark_Dacey/3,121
Mark_Foley/1,97
Mark_Foley/4,160
Mark_Foley/5,59
Mark_Geragos/2,77
Mark_Geragos/4,421
Mark_Kelly/0,73
Mark_Kelly/1,58
Mark_Leno/1,1597
Mark_Leno/2,245
Mark_Shapiro/1,69
Mark_Wahlberg/2,85
Markus_Beyer/5,86
Marquier_Montano_Contreras/0,1001
Marquier_Montano_Contreras/5,129
Martha_Lucia_Ramirez/2,57
Martha_Lucia_Ramirez/3,113
Martha_Stewart/0,81
Martha_Stewart/3,89
Martin_Frost/0,270
Martin_Frost/2,61
Martin_Landau/0,186
Martin_Landau/2,125
Martin_McGuinness/1,477
Martin_McGuinness/4,98
Mary-Kate_Olsen/5,109
Mary_Carey/0,57
Mary_Carey/4,59
Mary_Landrieu/0,495
Mary_Landrieu/1,65
Mary_Landrieu/2,1069
Mary_Landrieu/3,666
Mary_Landrieu/5,97
Mary_Matalin/0,167
Mary_Matalin/1,829
Mary_Matalin/2,585
Mary_Matalin/3,253
Mary_Matalin/5,293
Massoud_Barzani/0,331
Massoud_Barzani/1,118
Massoud_Barzani/2,461
Massoud_Barzani/4,53
Matt_Anderson/0,189
Matt_Anderson/1,150
Matt_Anderson/2,65
Matt_Anderson/5,89
Matt_Damon/1,241
Matt_LeBlanc/0,65
Matt_LeBlanc/1,161
Matt_LeBlanc/2,49
Matt_LeBlanc/3,73
Nabil_Shaath/0,76
Nadia_Petrova/4,57
Nadia_Petrova/5,55
Nadine_Vinzens/0,93
Nadine_Vinzens/4,49
Nancy_Kerrigan/0,87
Nancy_Kerrigan/1,53
Nancy_Kerrigan/2,61
Nancy_Kerrigan/3,115
Nancy_Kerrigan/4,65
Nancy_Pelosi/0,113
Nancy_Pelosi/1,137
Nancy_Pelosi/2,217
Nancy_Pelosi/4,1669
Nancy_Reagan/0,81
Nancy_Reagan/1,53
Nancy_Reagan/3,270
Nancy_Reagan/4,89
Nancy_Sinatra/1,50
Nancy_Sinatra/4,73
Naomi_Campbell/1,56
Naomi_Campbell/3,109
Naomi_Watts/3,74
Narendra_Modi/0,53
Narendra_Modi/1,454
Narendra_Modi/2,97
Narendra_Modi/3,117
Narendra_Modi/4,73
Natalia_Verbeke/3,288
Natalia_Verbeke/5,334
Natalie_Cole/2,77
Natalie_Cole/5,85
Natalie_Coughlin/2,65
Natalie_Coughlin/5,65
Natalie_Imbruglia/1,77
Natalie_Imbruglia/2,73
Natalie_Maines/2,99
Natalie_Maines/5,69
Natalie_Stewart/2,137
Natalie_Stewart/3,123
Natasa_Micic/0,373
Natasa_Micic/5,145
Natasha_Henstridge/1,57
Natasha_Henstridge/3,51
Natasha_Henstridge/5,69
Natasha_Lyonne/0,346
Natasha_Lyonne/1,105
Natasha_Lyonne/4,57
Nathalie_Baye/0,153
Nathalie_Baye/2,49
Nathalie_Baye/3,209
Nathan_Lane/0,89
Nathan_Lane/1,49
Nathan_Lane/2,49
Nathan_Lane/4,81
Nawabzada_Nasrullah_Khan/0,646
Nawabzada_Nasrullah_Khan/1,137
Nestor_Gonzalez/1,305
Nestor_Kirchner/4,125
Newt_Gingrich/0,49
Newt_Gingrich/1,77
Newt_Gingrich/2,177
Newt_Gingrich/3,65
Newt_Gingrich/4,229
Nia_Vardalos/1,68
Nia_Vardalos/2,57
Nia_Vardalos/4,125
Nia_Vardalos/5,77
Nicanor_Duarte_Frutos/0,55
Nicanor_Duarte_Frutos/1,66
Nicanor_Duarte_Frutos/2,485
Nicanor_Duarte_Frutos/3,254
Nicanor_Duarte_Frutos/5,49
Nick_Nolte/0,77
Nick_Nolte/2,235
Nick_Nolte/5,65
Nick_Rimando/1,73
Nick_Rimando/2,49
Nick_Rimando/3,51
Nicolas_Cage/0,69
Nicolas_Cage/1,49
Nicolas_Cage/2,61
Nicolas_Cage/5,361
Nicolas_Eyzaguirre/0,131
Nicolas_Eyzaguirre/1,65
Nicolas_Eyzaguirre/2,1337
Nicolas_Sarkozy/0,71
Nicolas_Sarkozy/1,329
Nicolas_Sarkozy/2,85
Nicolas_Sarkozy/3,73
Nicolas_Sarkozy/5,65
Nigel_Redden/0,229
Nikki_Cascone/0,70
Nikki_Reed/3,69
Nikolay_Davydenko/3,65
Nina_Pecari/1,234
Noah_Wyle/0,65
Noah_Wyle/1,79
Noel_Niell/1,89
Noel_Niell/4,77
Nora_Ephron/1,57
Nora_Ephron/4,69
Norah_Jones/1,101
Norah_Jones/2,121
Norah_Jones/4,69
Norah_Jones/5,65
Norm_Coleman/1,49
Norm_Macdonald/0,101
Norm_Macdonald/1,833
Norm_Macdonald/2,121
Norm_Macdonald/4,349
Norm_Macdonald/5,181
Norman_Mailer/2,541
Norman_Mineta/0,65
Norman_Mineta/3,57
Norman_Mineta/5,101
Norodom_Chakrapong/2,187
Norodom_Chakrapong/5,85
Nuon_Chea/0,137
Nursultan_Nazarbayev/1,69
Nursultan_Nazarbayev/3,213
Odai_Hussein/0,81
Odai_Hussein/3,81
Odai_Hussein/5,217
Oliver_Phelps/2,57
Olivia_Newton-John/0,65
Olivia_Newton-John/1,205
Olivia_Newton-John/4,75
Olivia_Newton-John/5,138
Olympia_Dukakis/1,98
Olympia_Dukakis/4,273
Omar_Sharif/4,50
Omar_Vizquel/1,89
Oprah_Winfrey/0,61
Orlando_Bloom/0,133
Orlando_Bloom/3,105
Orlando_Bloom/4,63
Orlando_Bloom/5,49
Ornella_Muti/0,58
Ornella_Muti/2,85
Orrin_Hatch/2,218
Orrin_Hatch/5,429
Osama_bin_Laden/5,1913
Oscar_DLeon/0,49
Oscar_DLeon/2,91
Oscar_DLeon/5,56
Oscar_Elias_Biscet/0,89
Oscar_Elias_Biscet/1,129
Oscar_Elias_Biscet/5,65
Oswaldo_Paya/0,50
Otto_Reich/0,766
Otto_Reich/1,61
Otto_Reich/3,502
Otto_Reich/4,1017
Otto_Schily/3,49
Otto_Schily/4,912
Otto_Schily/5,53
Owen_Wilson/5,50
Oxana_Fedorova/2,53
Oxana_Fedorova/4,86
Padraig_Harrington/0,49
Pak_Gil_Yon/0,221
Pamela_Melroy/1,2137
Paola_Espinoza/2,75
Paola_Espinoza/4,125
Paradorn_Srichaphan/5,133
Pascal_Lamy/1,57
Pascal_Lamy/4,89
Pascal_Lamy/5,170
Pat_Burns/2,49
Pat_Riley/0,204
Pat_Riley/2,221
Pat_Riley/3,57
Pat_Riley/5,258
Pat_Summitt/3,301
Pat_Summitt/5,51
Patrice_Chereau/4,69
Patricia_Heaton/0,53
Patricia_Heaton/1,65
Patricia_Heaton/3,57
Patricia_Medina/3,49
Patricia_Phillips/3,75
Patrick_Bourrat/0,293
Patrick_Coleman/2,77
Patrick_McEnroe/4,104
Patrick_Stewart/2,403
Patti_Labelle/2,181
Patti_Labelle/3,88
Patti_Labelle/4,57
Patti_Smith/1,54
Paul_Bettany/1,51
Paul_Bettany/2,57
Paul_Bremer/0,85
Paul_Bremer/2,199
Paul_Bremer/3,56
Paul_Bremer/4,301
Paul_Bremer/5,1120
Paul_Byrd/1,54
Paul_Byrd/5,66
Paul_Celluci/0,253
Paul_Celluci/2,245
Paul_Celluci/3,59
Paul_Celluci/4,253
Paul_Celluci/5,52
Paul_Crane/1,66
Paul_Crane/4,105
Paul_Crane/5,101
Paul_Ebert/2,123
Paul_Farley/0,70
Paul_Farley/3,68
Paul_Gascoigne/4,129
Paul_Gascoigne/5,53
Paul_Greengrass/0,149
Paul_Greengrass/3,278
Paul_Henderson/1,113
Paul_Henderson/4,133
Paul_Kagame/2,80
Paul_Kagame/3,57
Paul_Krueger/0,133
Paul_Krueger/1,81
Paul_Krueger/4,109
Paul_Murphy/1,70
Paul_Murphy/4,109
Paul_Otellini/0,65
Paul_Otellini/1,57
Paul_Otellini/2,65
Paul_Otellini/3,65
Paul_Reiser/0,105
Paul_Reiser/2,141
Paul_Reiser/3,149
Paul_Reiser/4,65
Paul_Sarbanes/0,259
Paul_Sarbanes/1,77
Paul_Schrader/0,221
Paul_Schrader/2,145
Paul_Schrader/4,274
Paul_Schrader/5,209
Paul_Tracy/2,145
Paul_Walker/3,129
Paul_Wilson/0,86
